PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307846659,23044154,21,2023-03-26T00:55:00,"S 13th St & Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1702,3,3,-79.9853596882106,40.4294496071147
307848350,23044208,0,2023-03-26T03:16:00,"1700 Block Potomac Ave Pittsburgh, PA 15216",N,Banksville,6,99,9999 9999 - (Misc. Incident): verbal domestic,2023,,,-80.0384844742994,40.3994730786629
307848537,23044225,6,2023-03-26T03:13:00,"800 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,103,6,6,-79.991958895891,40.4388486760717
307848773,23044152,4,2023-03-26T00:38:00,"4800 Block Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault. / 8106 Shots Fired / 9999 9999 - (Misc. Incident): Male shot most likely outside of the city,809,7,2,-79.9462630434165,40.4621317678598
307853813,23044275,0,2023-03-26T06:42:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,9997 Overdose Death,201,6,6,-79.9974088316752,40.4415332222525
307859829,23044346,27,2023-03-26T10:52:00,"1900 Block Dartmore St Pittsburgh, PA 15210",N,Overbrook,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3204,4,5,-79.9963133832947,40.3944259653467
307870597,23044519,99,2023-03-26T17:23:00,"1000 Block Herron Ave Pittsburgh, PA 15219",N,Polish Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),605,7,6,-79.9650254955721,40.4567426165048
307170902,23039454,6,2023-03-17T14:51:00,"3600 Block Wealth St Pittsburgh, PA 15212",Y,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3928 Unauthorized Use of Automobile and Other Vehicles.,2701,1,1,-80.04825648333,40.4830348335731
307181894,23039562,0,2023-03-17T17:00:00,"200 Block Whipple St Pittsburgh, PA 15218",N,Swisshelm Park,4,99,9999 9999 - (Misc. Incident): ,1411,5,3,-79.9005149578153,40.4213153005009
307182553,23039590,18,2023-03-17T18:56:00,"Emlin St & Middle St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,1,1,-79.9992615003418,40.4541714956207
307183734,23039634,0,2023-03-17T20:29:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,201,6,6,-80.0027419044344,40.4440473719131
307186139,23039653,6,2023-03-17T20:30:00,"3000 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.0308870251184,40.4715851366623
307191058,23039732,10,2023-03-18T00:42:00,"1700 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,1806,4,5,-79.9984687460752,40.3960548362575
307191793,23039694,99,2023-03-17T23:10:00,"2500 Block Webster Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,509,6,3,-79.9722172105802,40.4495428359169
307216575,23039898,14,2023-03-18T10:53:00,"6600 Block Bower St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9012 Non-Violent Domestic,1203,,,,
307216776,23039920,0,2023-03-18T08:00:00,"1600 Block Hawthorne St Pittsburgh, PA 15206",N,Stanton Heights,5,99,9999 9999 - (Misc. Incident): ,1018,7,2,-79.9327361577532,40.4864105982458
307218301,23039964,99,2023-03-18T13:15:00,"100 Block S 12th St Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,3,3,-79.9865036263491,40.4274450786451
307219000,23039950,6,2023-03-18T13:03:00,"500 Block Bigelow St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,1501,5,3,-79.9396746123481,40.4187686786535
307222951,23039679,0,2023-03-17T22:00:00,"2500 Block Woodstock Ave pittsburgh, PA 15218",N,West Oakland,OSC,99,9999 9999 - (Misc. Incident): ,402,,,-79.879246045883,40.4161058124505
307225291,23040131,27,2023-03-18T19:27:00,"1700 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9856926634445,40.4496647585935
307225317,23040123,6,2023-03-18T19:07:00,"4000 Block Butler St Pittsburgh, PA 15222",N,Central Lawrenceville,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",901,7,2,-79.9616807037037,40.4687010518457
307227040,23040202,10,2023-03-18T21:41:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-80.0016237646793,40.4417809547139
308766100,23050961,0,2023-04-07T08:15:00,"1000 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9999 9999 - (Misc. Incident): ,2814,2,5,-80.0523889689719,40.4458030680193
-3530278023,23050955,6,2023-04-07T07:45:00,"2000 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1702,3,3,-79.977515199278,40.4295198280104
-3530278037,23050963,14,2023-04-07T08:00:00,"S 26th St & Harcum Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.9693914241693,40.4253290409467
308783334,23050986,99,2023-04-07T09:40:00,"30 Block Annie Pl Pittsburgh, PA 15206",N,Shadyside,4,FOUND PROPERTY,9489 Found Property,705,8,2,-79.9237606735214,40.4598279157619
308788458,23051020,10,2023-04-07T11:00:00,"5900 Block Centre Ave Pittsburgh, PA 15206",Y,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",705,,,,
308801664,23051108,14,2023-04-07T13:30:00,"100 Block Anderson St Pittsburgh, PA 15212",N,North Shore,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2205,1,6,-79.9993618360473,40.448638374196
308804249,23051131,0,2023-04-07T15:05:00,"Coffey Way & 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",201,6,6,-79.9989223145337,40.4418971269944
308804693,23051147,6,2023-04-07T12:30:00,"100 Block Wooster St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,,,,
308805204,23051114,10,2023-04-07T12:00:00,"2000 Block Fairlawn St Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306,9,2,-79.870082490458,40.4503575260423
308805899,23051113,0,2023-04-07T14:05:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,,,,
308808845,23051129,99,2023-04-07T15:03:00,"5500 Block Rippey Pl Pittsburgh, PA 15206",N,Garfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1114,9,2,-79.9302220259668,40.4677181072373
307080190,23038832,0,2023-03-16T13:41:00,"600 Block Minnesota St Pittsburgh, PA 15207",N,Greenfield,4,99,9993 PFA Service with Weapons Supplement,1517,5,3,-79.9388814057422,40.425323482037
307082756,23038835,5,2023-03-16T13:14:00,"1600 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,4,3,-79.9890669684916,40.39980456648
307086979,23038856,11,2023-03-16T14:05:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT BY DECEPTION,3922 Theft by Deception. / 901 Criminal Attempt,1803,3,5,-79.9937050543758,40.4218022551511
307087385,23038858,6,2023-03-16T14:00:00,"1800 Block Arcena St Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 029 Missing Juvenile,509,6,3,-79.9837200301187,40.4476136075749
307108380,23038894,99,2023-03-16T15:43:00,"Marshall Ave & Stayton St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MENTAL 201/302,9498 302 (Mental),2704,1,1,-80.0256952030528,40.4662886256644
307111596,23038941,99,2023-03-16T17:12:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1406,9,3,-79.8958108509806,40.4427513096495
307116399,23039047,6,2023-03-16T17:00:00,"1200 Block Winterton St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3922 Theft by Deception.,1106,7,2,-79.9131030951819,40.4742885888832
307117243,23039046,0,2023-03-16T19:44:00,"4800 Block Yew St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,804,7,2,-79.9481506873755,40.4582852132907
307123621,23039070,6,2023-03-16T21:00:00,"200 Block Glen Caladh St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.9422635425757,40.409484151829
307126412,23039112,10,2023-03-16T23:00:00,"4000 Block Eden Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,901,7,2,-79.9627247819791,40.4691040293644
308500110,23049363,4,2023-04-02T02:00:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,AGG-ASSAULT,2702 Aggravated Assault.,2205,1,1,-80.0088814628293,40.4552322813828
308540927,23049755,99,2023-04-05T03:53:00,"10 Block Cedricton St Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2901,4,3,-79.9912512183872,40.4051980625356
308583584,23049869,10,2023-04-05T09:59:00,"2200 Block East Hills Dr Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306,9,2,-79.8730925190646,40.4539041979074
308604210,23049917,6,2023-04-05T12:00:00,"100 Block S 12th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9865036263491,40.4274450786451
306937526,23038015,3,2023-03-14T22:38:00,"500 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,ROBBERY,3701 Robbery.,201,7,2,-79.9435820869511,40.464893357809
307000262,23038363,0,2023-03-15T15:42:00,"Forbes Ave & S Dallas Ave Pittsburgh, PA 15217",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1406,5,3,-79.9130861733563,40.4380358024845
307005002,23037997,0,2023-03-14T20:49:00,"700 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,8,3,-79.9055271749205,40.4502961014695
307005667,23038369,99,2023-03-15T16:00:00,"1700 Block Seaton St Pittsburgh, PA 15226",Y,Brookline,6,AIDED CASE,9497 Aided Case,1918,,,,
307009625,23038443,10,2023-03-15T18:13:00,"200 Block Richfield St Pittsburgh, PA 15234",Y,Overbrook,3,SIMPLE ASSAULT,2701 Simple Assault.,3207,4,5,-79.9998978698164,40.3832123887589
307011582,23038448,10,2023-03-15T18:08:00,"2300 Block Candace St Pittsburgh, PA 15216",N,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5505 Public Drunkenness / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure",1920,4,5,-80.0321500227608,40.4025398697942
307025901,23038651,99,2023-03-16T03:42:00,"800 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1803,3,5,-79.9936600779772,40.419975428932
308289229,23043441,99,2023-03-23T17:37:00,"100 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Beltzhoover,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1809,3,5,-79.9976784451397,40.4221741290321
308289315,23047736,27,2023-04-01T14:29:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,809,7,2,-79.9498576281956,40.4620780822183
308294432,23047677,4,2023-04-01T12:52:00,"80 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure,3001,3,5,-79.9906327505089,40.4165658912134
308298860,23047868,0,2023-04-01T10:35:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9974088316752,40.4415332222525
308303610,23047959,10,2023-04-01T20:00:00,"3000 Block Mt Allister Rd Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT,2709 Harassment (Non-Specific) / 3304 Criminal Mischief.,2607,1,1,-80.0139566710309,40.4760479950778
308303976,23047199,27,2023-03-31T09:00:00,"3900 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,,,,
308304815,23047979,27,2023-04-01T21:17:00,"Penn Ave & N Braddock Ave Pittsburgh, PA 15221",N,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1405,9,3,-79.8951649898188,40.4471406611195
308315880,23048112,0,2023-04-02T02:05:00,"3100 Block Frederick St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2715,1,1,-80.0308339775797,40.473355935217
308324691,23048157,0,2023-04-02T05:00:00,"10 Block Clearview Ave Pittsburgh, PA 15205",N,Brookline,6,99,9998 Overdose Other,1917,,,-80.0512523428388,40.4254013742208
306731102,23037202,6,2023-03-13T08:30:00,"100 Block Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,402,6,3,-79.9654480498429,40.4387635604274
306736491,23037184,99,2023-03-13T09:16:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9945910498533,40.4353346704734
306740301,23037190,3,2023-03-13T09:32:00,"3200 Block Juliet St Pittsburgh, PA 15213",Y,South Oakland,4,ROBBERY,"3701 Robbery. / 2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck / 907 Possessing Instruments of Crime. / 2701(a)(2) Simple Asslt - Neg. Cause Bod. Harm Deadly Weap.",409,3,3,-79.9567073566516,40.4316416214526
306748515,23037283,0,2023-03-13T13:00:00,"7200 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,99,9993 PFA Service with Weapons Supplement,1303,,,,
306751685,23037322,0,2023-03-13T14:00:00,"500 Block N Aiken Ave Pittsburgh, PA 15206",N,Garfield,5,99,9993 PFA Service with Weapons Supplement,1114,8,2,-79.938668400458,40.4556892216779
306758818,23037355,0,2023-03-13T15:00:00,"2600 Block Veteran St Pittsburgh, PA 15214",N,Perry South,1,99,9993 PFA Service with Weapons Supplement,2615,6,1,-80.0093928504591,40.4721345703341
306762948,23037356,0,2023-03-13T15:00:00,"200 Block Rothman St Pittsburgh, PA 15210",N,Arlington,3,99,9994 PFA Service,1603,,,,
306771732,23037431,99,2023-03-13T17:42:00,"3100 Block Frederick St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2715,1,1,-80.0308339775797,40.473355935217
306775169,23037405,1,2023-03-13T16:48:00,"Banksville Rd & E Crane Ave Pittsburgh, PA 15216",Y,Beechview,6,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1916,2,5,-80.0299214510047,40.4159185842121
306775192,23037396,6,2023-03-13T15:30:00,"500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,305,6,3,-79.9850242777026,40.4414802836492
307988993,23045287,0,2023-03-28T05:50:00,"1600 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,,,,
308003668,23044577,99,2023-03-26T18:55:00,"200 Block Balver Ave Pittsburgh, PA 15205",Y,Oakwood,6,ACCIDENTAL FIRE,9018 Accidental Fire,2812,2,5,-80.0685467391244,40.4293541058954
308024924,23045409,99,2023-03-28T12:16:00,"900 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9980468769971,40.4436186700538
308074670,23045862,27,2023-03-28T21:00:00,"300 Block Pearl  St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,7,2,-79.9499033322427,40.4620773623822
307230740,23039929,6,2023-03-13T16:08:00,"600 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,709,8,2,-79.9430571761487,40.4508558586071
307232739,23040249,0,2023-03-18T23:47:00,"1600 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,99,9999 9999 - (Misc. Incident): ,2814,2,5,-80.0517211569882,40.4474571259641
307241231,23040336,27,2023-03-19T03:10:00,"P J Mc Ardle Rdwy & Arlington Ave Pittsburgh, PA 15203",Y,South Side Slopes,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1706,3,3,-79.9983323150482,40.4290282344942
307245957,23039723,22,2023-03-18T00:27:00,"300 Block Semple St Pittsburgh, PA 15213",Y,Central Oakland,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 5505 Public Drunkenness / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",405,3,3,-79.9570917867758,40.4388094366881
307258375,23040490,0,2023-03-19T13:02:00,"500 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): resident possible eviction,2304,1,1,-79.9998334901824,40.4518650196746
307266442,23040541,99,2023-03-19T14:59:00,"1400 Block Swantek St Pittsburgh, PA 15204",N,Sheraden,OSC,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2022,2,5,-80.0686641223119,40.4536914875137
307266569,23040604,27,2023-03-19T12:02:00,"40 Block Harwood St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-80.0039261335788,40.4247404284244
307266835,23040599,27,2023-03-19T17:32:00,"1000 Block Fort Duquesne Blvd Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-79.9952482142447,40.4455188609599
308824345,23051312,0,2023-04-07T21:18:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9974088316752,40.4415332222525
308824392,23051307,0,2023-04-07T20:45:00,"Saw Mill Run Blvd & Minnotte Sq Pittsburgh, PA 15220",Y,West End,6,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3714 Careless Driving,2019,,,,
308829504,23050932,6,2023-04-07T06:19:00,"200 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,3,-79.9776350033459,40.4372063748784
308830888,23051450,29,2023-04-08T02:36:00,"400 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,201,6,6,-79.9993229906853,40.4387869875112
308832370,23051473,18,2023-04-08T04:03:00,"200 Block Fern St Pittsburgh, PA 15224",Y,Garfield,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9093 Indirect Criminal Contempt,1016,9,2,-79.9373879984685,40.471784234564
308868598,23051687,99,2023-04-08T15:03:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,501,6,3,-79.9799824053927,40.4435889103074
308870714,23051702,99,2023-04-08T15:33:00,"2900 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2018,2,5,-80.0512621222363,40.4551893228022
308873522,23051754,10,2023-04-08T17:00:00,"4000 Block Oswald St Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT,2709(a) Harassment.,2701,1,1,-80.0439061938288,40.48573738875
308878406,23051864,0,2023-04-08T20:21:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.0165685056208,40.4568744092444
308888380,23051940,5,2023-04-08T20:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Beltzhoover,3,BURGLARY,3502 Burglary.,1809,3,5,-79.9937050543758,40.4218022551511
307126654,23039163,27,2023-03-17T00:30:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2708,,,-79.8836651865202,40.4453528891864
